0.000000000000000000e+00,1.491542742329029991e+01
4.968750000000000000e+00,1.283684103712083235e+01
1.382986111111111249e+01,9.090245096235241462e+00
1.382986111111111249e+01,1.800000000000000000e+01
2.616319444444444642e+01,4.071210582079498153e+00
3.210069444444444997e+01,3.918941041381823198e-01
3.210069444444444997e+01,1.368045315252621208e+01
3.210069444444444997e+01,1.760000000000000142e+01
3.556250000000000711e+01,6.061804054427812005e+00
3.556250000000000711e+01,1.655974086871152906e+01
4.232638888888889284e+01,5.531559201714782326e+00
4.774305555555556424e+01,2.684897569486992097e+00
4.922916666666667851e+01,4.814829306581114854e-01
4.922916666666667851e+01,1.732167862850846163e+01
5.316666666666667851e+01,1.015941067361765526e+01
5.447916666666667851e+01,7.113516604011127065e+00
5.447916666666667851e+01,1.468167489513659518e+01
6.142708333333334281e+01,5.926750432509596322e+00
